ImageNumber,ObjectNumber,Metadata_Assay,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Magnification,Metadata_Plate,Metadata_Series,Metadata_Well,Metadata_wavelength,Children_NonOverlappingWorms_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,358.69444444444446,1052.0740740740741,0,22
1,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,1498.3439389118676,1099.7804645243398,0,23
1,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,222.806906614786,1187.259241245136,0,24
1,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,140.9908256880734,1097.1009174311926,0,25
1,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1300.9392523364486,1164.2943925233644,0,26
1,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,1809.433637284701,1189.5393448159405,0,27
1,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,853.4048913043479,1266.435688405797,0,28
1,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1202.8597560975609,1198.2073170731708,0,29
1,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,752.9668960996395,1346.3903638151426,0,30
1,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1094.95079086116,1250.54920913884,0,31
1,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,988.2479793081151,1300.7377950210152,0,32
1,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1171.3070175438597,1273.970760233918,0,33
1,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,1744.5086593970493,1261.1241180243746,0,34
1,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1119.7214285714285,1296.057142857143,0,35
1,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1418.377049180328,1304.3204172876303,0,36
1,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,851.7044585987261,1417.6691082802547,0,37
1,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1281.0570342205324,1323.3954372623575,0,38
1,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1132.889534883721,1324.2790697674418,0,39
1,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1345.132530120482,1353.879518072289,0,40
1,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,1520.1809494451295,1390.04130702836,0,41
1,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,2,798.2380644117171,1559.8030425635216,0,42
1,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,1749.1154173764905,1467.0187393526405,0,43
1,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1101.014184397163,1393.4822695035461,0,44
1,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1121.45625,1430.2375,0,45
1,46,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,2,1510.5201104781634,1488.6038322112895,0,46
1,47,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1193.319587628866,1399.340206185567,0,47
1,48,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1233.8468468468468,1410.963963963964,0,48
1,49,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1235.1,1433.9576923076922,0,49
1,50,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,987.806984720923,1558.8846273776114,0,50
1,51,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1450.9662921348315,1439.1460674157304,0,51
1,52,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1195.7272727272727,1440.8363636363636,0,52
1,53,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1312.8308823529412,1444.3382352941176,0,53
1,54,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,1411.447731755424,1648.2363576594346,0,54
1,55,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1096.819383259912,1563.0088105726873,0,55
1,56,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1137.5252525252524,1619.29797979798,0,56
1,57,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,0,1281.777368227055,1718.4681164762255,0,57
1,58,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,743.0467108899945,1661.6912658927583,0,58
1,59,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1,1453.5203366058906,1749.7260402057036,0,59
2,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,0,1463.4939759036145,195.73815261044177,0,1
2,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,2,922.8213333333333,311.1479111111111,0,2
2,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,771.3286852589641,407.3691899070385,0,3
2,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,398.92478477571365,410.8314454009968,0,4
2,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,519.3235178641539,468.39144091087553,0,5
2,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,1177.9215445908674,537.6417407293901,0,6
2,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,0,1559.870786516854,537.3943820224719,0,7
2,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,1411.9393560487651,677.5039074710847,0,8
2,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,362.6455823293173,633.4765729585007,0,9
2,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,294.33788504287077,728.2861225785964,0,10
2,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,899.816392479436,678.4051116333725,0,11
2,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,558.4354210368595,825.45160323644,0,12
2,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,1594.1151589996912,850.4347020685397,0,13
2,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,0,1063.677734375,872.77734375,0,14
2,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,1298.8018613029121,947.5409786850796,0,15
2,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,1724.2198815009874,1019.1724818959842,0,16
2,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,696.387058118634,1046.3882564409826,0,17
2,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,357.3711276332094,1091.2887236679057,0,18
2,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,473.42583603020495,1145.878910463862,0,19
2,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,0,1360.8787772312016,1084.1011946591707,0,20
2,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,2,575.9117369414727,1247.448867212083,0,21
2,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,1467.170349907919,1179.0742786985882,0,22
2,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,1765.456442831216,1189.3629764065336,0,23
2,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,1612.359793187348,1155.2828467153286,0,24
2,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,0,526.1060606060606,1222.1748251748252,0,25
2,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,1589.94673046252,1352.6006379585326,0,26
2,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,0,1530.9748427672955,1317.572327044025,0,27
2,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,415.10923535253227,1333.5057927838463,0,28
2,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,521.6873607131487,1416.328876154091,0,29
2,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,1690.667045885476,1472.2567311338642,0,30
2,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,0,1116.1524390243903,1407.2774390243903,0,31
2,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,694.1892061499843,1541.055851898337,0,32
2,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,2,482.3834168057874,1507.9836764978668,0,33
2,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,0,775.1528169014084,1497.7084507042252,0,34
2,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,845.780772686433,1557.9463911350704,0,35
2,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,1215.2940414507773,1555.2007772020725,0,36
2,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,1046.6786616161617,1624.4785353535353,0,37
2,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,582.3949447077409,1638.1346761453397,0,38
2,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,0,562.8152173913044,1608.2065217391305,0,39
2,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,1211.511783327471,1707.5181146676046,0,40
2,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,1,1365.3686550574287,1713.212671359763,0,41
2,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,0,1274.2792642140469,1778.0735785953177,0,42
3,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1242.8613342647573,254.13272790778905,0,1
3,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,811.7810628742515,293.71669161676647,0,2
3,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,972.4674130347861,228.60335865653738,0,3
3,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,971.7102990033222,324.7667774086379,0,4
3,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1479.9529715762274,343.89354005167957,0,5
3,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,0,1648.0936842105264,426.06157894736845,0,6
3,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1465.8290229885058,481.19827586206895,0,7
3,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,0,1202.7206325301204,446.54969879518075,0,8
3,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,0,1149.5293296089385,467.5768156424581,0,9
3,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1133.0595965770171,541.0776283618582,0,10
3,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,636.2196730714081,597.9228563234873,0,11
3,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,375.32155997056657,575.4341427520235,0,12
3,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,720.5136533486634,596.3883299798792,0,13
3,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1531.239393000929,742.8507277794982,0,14
3,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1650.1118593340816,797.5622895622896,0,15
3,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1754.066339066339,765.6818181818181,0,16
3,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1127.461844030943,763.589588124608,0,17
3,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1701.1701766304348,858.4874320652174,0,18
3,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1064.2029318769762,881.6430008623167,0,19
3,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,508.35417298937784,847.3842185128983,0,20
3,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,674.4486549030952,840.3676598206538,0,21
3,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,949.3324844368987,969.7096774193549,0,22
3,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,0,1037.1275510204082,908.795918367347,0,23
3,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,395.3219264892269,1008.3434727503169,0,24
3,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1027.0745661605206,1058.091377440347,0,25
3,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,218.980078125,1140.965234375,0,26
3,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,479.5883078441046,1192.7128761716822,0,27
3,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1405.8527855586678,1179.1851851851852,0,28
3,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1244.4512439233629,1127.2124678295681,0,29
3,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,0,1122.6529680365297,1085.394216133942,0,30
3,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,620.658434894163,1207.959268762027,0,31
3,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,2,291.41223652303677,1333.5131505316172,0,32
3,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,3,968.7725277803717,1325.9751610794658,0,33
3,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,0,1410.1534059945504,1391.474931880109,0,34
3,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,0,296.7866666666667,1370.2385185185185,0,35
3,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,0,1814.0737704918033,1361.9344262295083,0,36
3,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,848.669097538742,1556.0237010027347,0,37
3,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1546.3162467419636,1580.8761946133798,0,38
3,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,0,1292.1603053435115,1499.206106870229,0,39
3,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,0,1310.4268292682927,1503.1097560975609,0,40
3,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,3,661.80631052796,1625.2621055920024,0,41
3,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,0,1718.7118644067796,1523.9830508474577,0,42
3,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1062.8908256880734,1580.3024464831803,0,43
3,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1477.5717164931139,1706.8031575411487,0,44
3,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,0,1279.0888382687926,1638.7813211845103,0,45
3,46,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,805.134,1692.563,0,46
3,47,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1296.8506363027461,1791.3693904889485,0,47
3,48,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,726.8203963666391,1780.6325350949628,0,48
3,49,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,1327.2354085603113,1873.4119649805448,0,49
4,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,965.535864978903,126.5,0,1
4,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,971.6666666666666,146.08333333333334,0,2
4,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,928.4369409660108,180.79874776386404,0,3
4,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,1582.4056603773586,388.3018867924528,0,4
4,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,1439.6161879895562,549.5358282564549,0,5
4,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,531.9857187208942,564.9978267618752,0,6
4,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,1703.9735682819382,559.5517621145375,0,7
4,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,788.1787439613527,545.8236714975845,0,8
4,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,1513.7294645360246,677.7426408746846,0,9
4,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,1669.973282442748,637.3759541984733,0,10
4,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,823.6746147135796,733.3791799941844,0,11
4,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,1324.1433486238532,684.5309633027523,0,12
4,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,1377.6431478968793,694.8046132971506,0,13
4,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,1698.422898997687,798.875867386276,0,14
4,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,734.6783307413167,802.3556246759979,0,15
4,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,1458.8423197492164,819.7642633228841,0,16
4,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,1383.9614814814815,837.325925925926,0,17
4,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,316.0064516129032,851.8763440860215,0,18
4,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,1304.2767857142858,836.0297619047619,0,19
4,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,217.9409090909091,879.2727272727273,0,20
4,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,193.41803278688525,895.2131147540983,0,21
4,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,682.6949152542373,993.3276836158192,0,22
4,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,748.6923762817655,1022.9877396344182,0,23
4,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,587.4262244265344,1107.532238065716,0,24
4,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,1382.405389908257,1102.780389908257,0,25
4,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,553.5940090933404,1228.1767852366943,0,26
4,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,1682.4675767918088,1178.0580204778157,0,27
4,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,190.39787234042552,1300.5331914893618,0,28
4,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,1533.804200123533,1299.6819024088943,0,29
4,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,876.1461088895725,1316.7379267917563,0,30
4,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,263.80744150364404,1337.9328730341388,0,31
4,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,730.651155624037,1337.5149460708783,0,32
4,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,776.4536082474227,1240.5360824742268,0,33
4,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,726.8199131306382,1391.425325760107,0,34
4,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,1361.1850638716016,1524.5745168686537,0,35
4,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,611.6703493580173,1519.9095252314123,0,36
4,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,717.2951807228916,1444.0843373493976,0,37
4,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,1623.2462205200563,1565.517032856279,0,38
4,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,1700.1492608488318,1630.0100143061516,0,39
4,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,541.0998781973203,1638.725131952903,0,40
4,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,815.7272727272727,1632.1818181818182,0,41
4,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,426.5490990990991,1694.0184684684684,0,42
4,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,820.1222222222223,1716.2944444444445,0,43
4,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,729.7390282131662,1797.8228840125391,0,44
4,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,500.29146221786067,1763.815996074583,0,45
4,46,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,986.079754601227,1770.398773006135,0,46
4,47,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,0,1340.25,1815.3475609756097,0,47
4,48,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,1070.1446405510117,1893.2875591907016,0,48
5,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,0,854.2829581993569,107.44694533762058,0,1
5,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,0,772.8581477139508,182.13012895662368,0,2
5,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,1128.8294416243655,205.45279187817258,0,3
5,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,0,1234.4,223.9185185185185,0,4
5,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,1341.2388748950461,343.74811083123427,0,5
5,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,854.3487001733102,467.9899480069324,0,6
5,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,1484.9829586656997,520.0286439448876,0,7
5,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,1267.642905866303,523.6347203274215,0,8
5,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,1106.7196721311475,699.4675409836066,0,9
5,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,476.2711521801906,760.4911926075657,0,10
5,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,1058.4663902872371,773.0571513177376,0,11
5,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,0,834.0,677.0944444444444,0,12
5,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,0,905.982206405694,681.085409252669,0,13
5,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,0,911.1666666666666,710.775641025641,0,14
5,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,1764.4551337359792,834.6945642795513,0,15
5,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,255.367860943597,893.1060659808443,0,16
5,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,0,1274.1315789473683,867.6017543859649,0,17
5,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,895.2615339406406,996.8624742873935,0,18
5,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,219.7602480192904,1014.9569410954185,0,19
5,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,133.7547403132729,1064.4987633965375,0,20
5,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,936.1807368726429,1057.6617348418915,0,21
5,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,2,1776.3476245654692,1138.7881421398224,0,22
5,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,2,293.4948871936374,1143.738191851972,0,23
5,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,703.713362701909,1070.1162995594714,0,24
5,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,608.4021276595745,1151.4969604863222,0,25
5,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,1555.3312016156176,1159.7795355099292,0,26
5,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,993.1837098692033,1176.705707491082,0,27
5,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,0,760.6025104602511,1069.652719665272,0,28
5,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,0,954.0379746835443,1099.746835443038,0,29
5,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,1451.205772811918,1185.362818125388,0,30
5,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,1704.057841614907,1280.6700310559006,0,31
5,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,1598.308432934927,1318.1975431606907,0,32
