ImageNumber,ObjectNumber,Metadata_Assay,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Magnification,Metadata_Plate,Metadata_Series,Metadata_Well,Metadata_wavelength
2,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
3,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
4,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
5,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
6,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
6,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan
7,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
7,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan
8,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
8,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan
9,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
9,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A09,nan
10,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
10,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A10,nan
11,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan
11,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan
11,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan
11,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan
11,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan
11,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan
11,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan
11,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan
11,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan
